Customer_ID,Sex,Marital_Status,Age,Education,Income,Occupation,Spending_Score
DS-69357856-N,Male,Divorced,22,Some College,39976,Student,82
DS-81342732-N,Male,Married,53,Bachelor's,74806,White-Collar,20
DS-49571413-N,Male,Divorced,24,Master's,46400,Student,64
DS-48600102-N,Female,Divorced,42,Master's,129789,White-Collar,85
DS-98880139-N,Female,Married,38,Master's,106913,Self-Employed,71
DS-48949732-N,Female,Married,55,Master's,97564,Self-Employed,37
DS-65258737-N,Female,Married,56,Some College,73579,Retired,39
DS-17416330-N,Female,Married,39,Some College,89123,Self-Employed,74
DS-27105151-N,Male,Married,50,PhD,118245,Manager,41
DS-92589875-N,Female,Divorced,30,Some College,29517,Self-Employed,74
DS-64814745-N,Male,Married,61,Bachelor's,63463,Manager,23
DS-11446523-N,Female,Divorced,60,High School,88446,Manager,12
DS-64158790-N,Female,Single,32,Some College,49822,Blue-Collar,54
DS-39959976-N,Male,Widowed,51,Bachelor's,84596,Manager,19
DS-77319332-N,Female,Married,53,Bachelor's,60386,Self-Employed,20
DS-64225049-N,Female,Single,22,High School,22802,Self-Employed,41
DS-42952231-N,Male,Married,42,Bachelor's,103206,Manager,72
DS-74815975-N,Male,Married,53,PhD,78008,White-Collar,19
DS-64348696-N,Male,Single,20,Bachelor's,34460,Student,81
DS-46624120-N,Female,Married,37,Bachelor's,14513,Unemployed,33
DS-92237460-N,Female,Single,36,Some College,29545,Student,27
DS-62928114-N,Female,Divorced,48,Master's,79056,White-Collar,45
DS-21133525-N,Female,Single,22,Bachelor's,32757,White-Collar,82
DS-50740106-N,Male,Married,61,Master's,66803,White-Collar,30
DS-13929776-N,Female,Divorced,31,Master's,25210,Unemployed,83
DS-30786116-N,Female,Married,27,PhD,40064,Self-Employed,30
DS-55287749-N,Male,Married,61,Some College,78237,Manager,50
DS-85552155-N,Male,Married,44,Master's,122572,White-Collar,80
DS-56088695-N,Female,Married,41,Some College,72231,Self-Employed,79
DS-62130484-N,Female,Single,27,Master's,63870,White-Collar,54
DS-16883379-N,Female,Single,20,Some College,39802,Self-Employed,88
DS-66055551-N,Female,Divorced,31,Bachelor's,18089,Blue-Collar,15
DS-81736754-N,Male,Single,23,High School,15000,Student,67
DS-39863983-N,Male,Married,39,Some College,17747,Blue-Collar,44
DS-17431010-N,Female,Divorced,24,Bachelor's,42329,Student,94
DS-43089830-N,Male,Married,62,Bachelor's,65522,Blue-Collar,36
DS-37909639-N,Male,Married,33,Bachelor's,66622,Blue-Collar,46
DS-38603872-N,Male,Single,32,Master's,23391,Student,17
DS-80472000-N,Male,Single,39,High School,30191,Retired,25
DS-99842951-N,Female,Married,61,Master's,61646,Manager,27
DS-55625246-N,Female,Single,25,Bachelor's,30795,Manager,75
DS-63545238-N,Female,Married,56,Bachelor's,84055,Self-Employed,24
DS-75867223-N,Male,Married,60,Bachelor's,51833,Retired,28
DS-47222514-N,Male,Married,38,PhD,96392,Self-Employed,83
DS-49913519-N,Female,Married,30,Bachelor's,90709,White-Collar,90
DS-58545121-N,Male,Widowed,58,Master's,90046,White-Collar,5
DS-34952742-N,Female,Single,30,Bachelor's,25479,Unemployed,32
DS-94471616-N,Female,Single,22,High School,20398,Blue-Collar,36
DS-50832428-N,Male,Married,39,Bachelor's,48284,Manager,51
DS-18210504-N,Male,Married,36,Bachelor's,42257,Manager,62
DS-97554039-N,Female,Divorced,32,Some College,21700,Unemployed,26
DS-90168461-N,Female,Married,60,Bachelor's,84001,Self-Employed,40
DS-82604194-N,Male,Married,33,Bachelor's,40343,White-Collar,34
DS-66290352-N,Male,Single,46,Bachelor's,46161,Retired,46
DS-28551848-N,Male,Single,37,Some College,19336,Blue-Collar,29
DS-47332565-N,Female,Single,24,Some College,40169,Student,79
DS-75159487-N,Female,Single,33,Some College,60166,Manager,42
DS-69515331-N,Female,Divorced,20,Master's,32750,Self-Employed,82
DS-53347823-N,Female,Married,25,Some College,68924,Self-Employed,58
DS-42195530-N,Male,Married,54,Bachelor's,76064,Retired,27
DS-31281116-N,Male,Widowed,24,Bachelor's,30043,White-Collar,29
DS-94261530-N,Male,Married,54,Bachelor's,60939,White-Collar,42
DS-30270204-N,Female,Single,40,High School,30081,Self-Employed,9
DS-71694860-N,Female,Single,27,Bachelor's,24100,Self-Employed,14
DS-55984494-N,Female,Married,50,Bachelor's,92264,Manager,32
DS-41679854-N,Female,Married,36,Some College,46960,Blue-Collar,55
DS-83246087-N,Female,Divorced,48,Bachelor's,77318,White-Collar,33
DS-93349673-N,Female,Single,32,Bachelor's,47287,Blue-Collar,75
DS-82195820-N,Male,Single,47,High School,22096,Blue-Collar,11
DS-10823122-N,Male,Married,32,Some College,65965,White-Collar,30
DS-66268561-N,Female,Single,29,Bachelor's,30859,Blue-Collar,83
DS-25166747-N,Female,Divorced,52,Master's,86696,White-Collar,86
DS-48176577-N,Female,Married,36,Master's,74305,Self-Employed,76
DS-40828587-N,Female,Married,43,Some College,74793,Manager,74
DS-69253779-N,Female,Single,33,Bachelor's,27965,Blue-Collar,31
DS-27708727-N,Male,Single,23,Some College,19376,Manager,26
DS-93916966-N,Female,Divorced,24,Master's,51202,Manager,59
DS-38135716-N,Female,Divorced,18,Some College,34611,White-Collar,81
DS-88358920-N,Male,Single,34,Bachelor's,20497,Unemployed,12
DS-31727823-N,Female,Divorced,24,High School,40396,Unemployed,63
DS-99078741-N,Male,Married,31,Master's,55693,Self-Employed,53
DS-37820815-N,Female,Married,45,PhD,86838,Blue-Collar,80
DS-93127092-N,Male,Married,52,Master's,76342,White-Collar,76
DS-66174740-N,Female,Single,61,Some College,89879,Retired,25
DS-41682076-N,Male,Divorced,29,Bachelor's,17698,Self-Employed,70
DS-34322635-N,Male,Married,53,Bachelor's,82223,Manager,47
DS-58802819-N,Male,Married,26,PhD,53317,White-Collar,52
DS-57638111-N,Male,Divorced,25,PhD,26239,White-Collar,92
DS-75775385-N,Female,Divorced,22,High School,21148,Unemployed,19
DS-14361698-N,Female,Divorced,21,Some College,32286,Student,80
DS-16211661-N,Male,Married,44,Bachelor's,107006,Manager,88
DS-53976562-N,Male,Single,25,Some College,10000,Blue-Collar,14
DS-35718749-N,Male,Single,33,Bachelor's,24550,Retired,33
DS-24351465-N,Female,Divorced,46,Master's,109329,Manager,82
DS-90863096-N,Female,Married,37,High School,27963,Manager,10
DS-54562602-N,Female,Single,37,Some College,22406,Self-Employed,21
DS-47334324-N,Male,Married,65,Bachelor's,60086,Retired,19
DS-23767649-N,Female,Married,64,Bachelor's,63660,White-Collar,43
DS-70404910-N,Male,Widowed,63,Bachelor's,85197,Manager,11
DS-47335963-N,Male,Divorced,19,Some College,21904,Student,74
DS-93388555-N,Female,Married,49,Master's,103343,Manager,85
DS-79145434-N,Female,Married,31,Bachelor's,49998,Unemployed,50
DS-49316165-N,Female,Married,38,High School,49031,Self-Employed,35
DS-87102352-N,Male,Divorced,18,Some College,33937,Unemployed,83
DS-88585036-N,Male,Married,25,High School,40212,White-Collar,68
DS-43280134-N,Male,Married,56,Some College,76294,White-Collar,20
DS-17817426-N,Female,Divorced,26,Some College,31288,Student,70
DS-51679742-N,Female,Divorced,51,Master's,81061,Manager,32
DS-40953313-N,Female,Married,40,Master's,117360,Self-Employed,83
DS-41660817-N,Male,Single,36,High School,23047,White-Collar,12
DS-21672260-N,Male,Married,36,Bachelor's,57787,Self-Employed,49
DS-18947228-N,Male,Married,25,PhD,52251,Manager,51
DS-11543738-N,Male,Married,39,Master's,81727,Manager,80
DS-91822355-N,Male,Divorced,25,High School,56552,Student,89
DS-87347285-N,Female,Married,41,Some College,60239,Self-Employed,48
DS-58044169-N,Male,Married,40,PhD,121928,Manager,83
DS-59802973-N,Female,Single,28,Some College,17249,White-Collar,9
DS-95542454-N,Male,Divorced,45,Bachelor's,60310,Self-Employed,53
DS-11766107-N,Female,Married,39,Master's,93410,Manager,100
DS-59644525-N,Female,Married,33,PhD,68510,Self-Employed,36
DS-52807132-N,Female,Married,41,Bachelor's,58052,White-Collar,57
DS-36105442-N,Female,Single,29,Some College,46057,Unemployed,72
DS-18595231-N,Female,Married,62,High School,81296,Self-Employed,25
DS-52932402-N,Female,Married,45,Master's,92277,Manager,29
DS-85081740-N,Male,Married,38,PhD,100877,Manager,70
DS-72367397-N,Female,Married,48,Some College,56195,Retired,32
DS-92176652-N,Female,Married,53,Bachelor's,80814,Retired,28
DS-48058707-N,Male,Single,27,Some College,23592,Blue-Collar,13
DS-15587087-N,Male,Married,48,Master's,84940,Manager,93
DS-68561749-N,Male,Married,41,Bachelor's,111890,Retired,81
DS-10247856-N,Female,Divorced,36,High School,49404,Blue-Collar,30
DS-80162129-N,Male,Married,45,Bachelor's,44443,Self-Employed,48
DS-28002735-N,Male,Married,22,High School,23002,Unemployed,27
DS-18216170-N,Female,Married,37,Some College,104888,Manager,89
DS-52192735-N,Male,Divorced,47,High School,93510,White-Collar,23
DS-77697448-N,Female,Divorced,23,Bachelor's,29722,Manager,75
DS-63952334-N,Male,Married,71,Bachelor's,57987,Retired,28
DS-19882002-N,Female,Married,50,PhD,121083,Self-Employed,89
DS-74430355-N,Male,Married,54,Bachelor's,78314,White-Collar,41
DS-59953531-N,Female,Married,28,Some College,28755,Unemployed,29
DS-81808535-N,Female,Widowed,45,Bachelor's,93674,Self-Employed,27
DS-62238034-N,Male,Married,62,Bachelor's,56291,Blue-Collar,35
DS-92748346-N,Male,Married,61,Master's,40000,Blue-Collar,23
DS-16489830-N,Male,Married,37,Bachelor's,26789,Blue-Collar,14
DS-87194279-N,Female,Single,31,Some College,22893,White-Collar,33
DS-52250387-N,Male,Married,34,Bachelor's,95898,White-Collar,84
DS-86818608-N,Female,Married,45,Master's,99886,Self-Employed,83
DS-38884946-N,Female,Widowed,52,Bachelor's,40581,Blue-Collar,39
DS-65089925-N,Male,Divorced,27,Bachelor's,38214,Unemployed,77
DS-43545359-N,Female,Single,27,High School,27092,Unemployed,83
DS-75522779-N,Female,Single,37,Some College,28376,Self-Employed,20
DS-27115664-N,Female,Single,28,Some College,24766,Blue-Collar,21
DS-61603675-N,Female,Married,51,Bachelor's,96565,Self-Employed,74
DS-65856992-N,Male,Divorced,65,Bachelor's,86050,White-Collar,25
DS-39576327-N,Male,Divorced,26,Some College,35363,Self-Employed,85
DS-47041636-N,Female,Married,54,Bachelor's,52739,Manager,31
DS-25928095-N,Male,Divorced,45,Master's,24930,Blue-Collar,18
DS-47767294-N,Female,Married,52,Bachelor's,130000,White-Collar,40
DS-18614861-N,Female,Married,42,Some College,24584,Blue-Collar,20
DS-47008388-N,Female,Single,25,High School,40790,White-Collar,78
DS-69539604-N,Female,Divorced,45,PhD,68151,White-Collar,32
DS-70785863-N,Male,Married,28,PhD,84356,Self-Employed,41
DS-38774496-N,Male,Married,31,Master's,82911,Manager,89
DS-43927814-N,Female,Married,52,PhD,59648,Self-Employed,34
DS-56683216-N,Male,Divorced,49,Master's,76855,Manager,95
DS-17498317-N,Male,Divorced,24,Bachelor's,38601,Unemployed,85
DS-25429571-N,Male,Married,34,Bachelor's,46825,White-Collar,55
DS-63971948-N,Female,Married,55,Bachelor's,40000,Manager,24
DS-52198564-N,Male,Married,39,Bachelor's,98017,Self-Employed,84
DS-16905552-N,Male,Married,45,Some College,91259,Manager,36
DS-50949710-N,Male,Widowed,37,Some College,76136,Manager,80
DS-11232332-N,Male,Married,32,Bachelor's,50761,Self-Employed,48
DS-34151769-N,Female,Married,43,Bachelor's,55348,Manager,38
DS-63623984-N,Male,Divorced,31,High School,39485,Blue-Collar,72
DS-93982438-N,Male,Divorced,25,Master's,46295,Blue-Collar,82
DS-59129914-N,Female,Married,25,Bachelor's,41261,White-Collar,65
DS-84095462-N,Female,Married,37,Bachelor's,43136,Self-Employed,57
DS-92276158-N,Female,Single,28,PhD,29409,Self-Employed,19
DS-63529409-N,Male,Divorced,19,Master's,25937,Student,89
DS-22602176-N,Male,Married,49,Bachelor's,105624,Retired,84
DS-55787121-N,Male,Married,68,High School,112529,White-Collar,11
DS-29436633-N,Female,Divorced,23,High School,27982,Manager,77
DS-12193531-N,Female,Single,34,Some College,23215,Manager,19
DS-22460447-N,Male,Married,37,High School,12980,Blue-Collar,5
DS-12162317-N,Female,Married,50,Some College,88525,Manager,18
DS-16310443-N,Female,Married,50,Bachelor's,66456,Self-Employed,13
DS-17623411-N,Male,Married,42,Bachelor's,37527,Blue-Collar,52
DS-51143309-N,Male,Married,55,Bachelor's,115847,Manager,19
DS-35616849-N,Male,Married,28,Some College,23016,Blue-Collar,17
DS-59523542-N,Female,Single,25,Bachelor's,41227,White-Collar,78
DS-19459888-N,Male,Married,31,High School,53582,Manager,53
DS-87177043-N,Female,Divorced,32,Bachelor's,32845,Manager,80
DS-81933050-N,Female,Married,27,Bachelor's,21970,Blue-Collar,29
DS-94224689-N,Female,Married,42,Master's,92598,Self-Employed,87
DS-26809131-N,Male,Divorced,28,Some College,22177,Blue-Collar,27
DS-25168782-N,Female,Single,22,Bachelor's,24616,White-Collar,11
DS-45872388-N,Female,Single,31,Some College,44636,Blue-Collar,49
DS-13004687-N,Male,Single,21,Some College,37770,White-Collar,82
DS-68473079-N,Male,Single,39,Some College,18828,Unemployed,19
DS-71411687-N,Female,Single,47,Bachelor's,112810,Retired,100
DS-88288560-N,Male,Married,40,Bachelor's,80192,Self-Employed,80
DS-37572117-N,Male,Divorced,36,Some College,61376,White-Collar,54
DS-10695711-N,Male,Married,31,Master's,114565,Self-Employed,68
DS-90458211-N,Male,Married,26,Bachelor's,59679,White-Collar,40
DS-18498565-N,Female,Divorced,51,PhD,67814,Manager,20
DS-54942957-N,Male,Single,62,Master's,47854,Blue-Collar,24
DS-43910699-N,Male,Single,22,High School,24357,Unemployed,5
DS-82423114-N,Male,Married,34,Bachelor's,67531,Blue-Collar,59
DS-74646428-N,Female,Single,25,Some College,28231,Student,77
DS-85127313-N,Male,Divorced,23,High School,35472,Manager,63
DS-24655174-N,Female,Divorced,23,Some College,37301,White-Collar,81
DS-50266818-N,Female,Married,49,Bachelor's,111369,White-Collar,86
DS-49306345-N,Male,Married,47,Bachelor's,103201,Self-Employed,80
DS-54573364-N,Male,Married,58,Master's,93368,Manager,32
DS-28395056-N,Female,Married,35,Master's,98109,Manager,82
DS-53709248-N,Female,Divorced,44,Bachelor's,34006,White-Collar,58
DS-89471930-N,Female,Single,38,Some College,30021,Blue-Collar,19
DS-84587109-N,Female,Divorced,63,Bachelor's,91024,White-Collar,17
DS-37488314-N,Male,Married,34,Bachelor's,19104,Student,17
DS-83051979-N,Female,Divorced,58,Some College,63716,Blue-Collar,39
DS-12589401-N,Female,Divorced,26,Some College,17596,Blue-Collar,38
DS-89549596-N,Male,Married,28,Bachelor's,54891,White-Collar,53
DS-85428132-N,Female,Widowed,48,Bachelor's,92414,Self-Employed,22
DS-41620906-N,Male,Married,33,Bachelor's,27584,Blue-Collar,23
DS-41627476-N,Female,Single,29,Bachelor's,41714,Unemployed,99
DS-30971296-N,Male,Widowed,31,Bachelor's,56358,Manager,51
DS-75344741-N,Female,Single,37,Master's,73905,White-Collar,81
DS-40488467-N,Male,Divorced,25,Bachelor's,26062,Blue-Collar,67
DS-43670177-N,Male,Married,43,Bachelor's,77314,White-Collar,91
DS-59434602-N,Female,Single,32,Bachelor's,47092,Student,82
DS-67521041-N,Male,Married,33,Some College,65371,Manager,55
DS-27149246-N,Male,Married,60,Some College,64450,Self-Employed,40
DS-24006648-N,Male,Married,75,Some College,59984,White-Collar,42
DS-98062175-N,Female,Married,32,PhD,58090,Self-Employed,45
DS-87201513-N,Male,Single,25,Bachelor's,29760,Blue-Collar,93
DS-98403637-N,Female,Married,56,Bachelor's,92224,Manager,24
DS-54238958-N,Female,Single,22,Some College,29209,Unemployed,17
DS-64409017-N,Male,Married,33,High School,22361,Manager,8
DS-19519695-N,Male,Divorced,34,Master's,92163,Self-Employed,89
DS-62741897-N,Male,Single,45,Bachelor's,89689,White-Collar,77
DS-71719053-N,Female,Married,40,Bachelor's,81830,White-Collar,75
DS-62363677-N,Female,Single,35,Some College,19585,White-Collar,5
DS-25990939-N,Male,Single,18,PhD,34311,White-Collar,68
DS-50531104-N,Female,Married,25,Master's,59094,Unemployed,49
DS-84275480-N,Female,Divorced,18,Bachelor's,31919,Blue-Collar,79
DS-44441094-N,Female,Married,30,Bachelor's,48428,White-Collar,45
DS-67047484-N,Male,Married,51,Master's,89313,Self-Employed,80
DS-42625695-N,Male,Single,63,Some College,92339,Retired,46
DS-31983086-N,Male,Married,32,Bachelor's,52861,Manager,61
DS-99107400-N,Female,Married,32,Bachelor's,48980,Unemployed,45
DS-15107930-N,Male,Married,43,Some College,17775,Unemployed,8
DS-49063605-N,Female,Married,27,Some College,51267,Manager,58
DS-44858708-N,Female,Divorced,55,Bachelor's,86162,Manager,43
DS-92706650-N,Male,Single,27,Bachelor's,28122,Blue-Collar,75
DS-31651136-N,Male,Single,27,High School,36968,Blue-Collar,79
DS-36146499-N,Male,Divorced,32,High School,42227,Self-Employed,62
DS-39591618-N,Male,Divorced,57,Bachelor's,61809,White-Collar,22
DS-63228984-N,Female,Divorced,21,Some College,35672,White-Collar,73
DS-27255806-N,Female,Divorced,28,Some College,33117,Student,66
DS-89331461-N,Male,Married,33,Master's,52151,White-Collar,50
DS-53308657-N,Male,Married,39,High School,21356,White-Collar,34
DS-46384804-N,Female,Married,44,Master's,132394,Manager,81
DS-88668023-N,Female,Single,53,Bachelor's,79995,Manager,76
DS-65688647-N,Female,Married,34,Master's,91864,Manager,75
DS-23533842-N,Female,Widowed,36,Bachelor's,88033,White-Collar,85
DS-98544811-N,Female,Widowed,35,Bachelor's,32210,Self-Employed,24
DS-45203909-N,Male,Divorced,39,PhD,85286,Self-Employed,87
DS-94574735-N,Female,Married,39,Master's,98988,White-Collar,78
DS-15063084-N,Female,Single,41,Some College,19844,Blue-Collar,25
DS-33362107-N,Male,Divorced,24,Bachelor's,35208,Student,87
DS-18166222-N,Male,Single,39,Bachelor's,58379,Manager,46
DS-57965203-N,Male,Married,30,Some College,75538,White-Collar,43
DS-24056672-N,Male,Married,30,PhD,49135,Manager,45
DS-12757090-N,Male,Single,22,Some College,21959,Self-Employed,23
DS-99774317-N,Male,Married,38,Master's,90444,Manager,71
DS-81094857-N,Male,Married,55,Some College,88845,Self-Employed,33
DS-46761661-N,Female,Widowed,54,Bachelor's,89931,White-Collar,40
DS-90055019-N,Female,Married,46,Bachelor's,113403,White-Collar,81
DS-93639328-N,Male,Single,33,Some College,18791,Unemployed,36
DS-87571961-N,Female,Married,40,High School,19235,White-Collar,31
DS-76156070-N,Female,Married,34,Master's,45016,Blue-Collar,57
DS-13306116-N,Female,Divorced,39,Bachelor's,102696,Manager,79
DS-36651735-N,Female,Married,55,Bachelor's,85171,Blue-Collar,27
DS-52348873-N,Male,Married,38,High School,67540,White-Collar,86
DS-45351694-N,Male,Married,40,Bachelor's,83663,Self-Employed,86
DS-66216516-N,Male,Single,41,Some College,89172,White-Collar,90
DS-81257674-N,Female,Widowed,55,Some College,103615,Self-Employed,31
DS-84918332-N,Male,Single,30,Bachelor's,33360,Unemployed,75
DS-14126311-N,Female,Divorced,25,Bachelor's,26173,Unemployed,87
DS-78527900-N,Female,Divorced,33,Some College,34596,Unemployed,80
DS-59828861-N,Female,Divorced,22,Bachelor's,30874,Blue-Collar,86
DS-31432555-N,Female,Divorced,29,Bachelor's,54587,Blue-Collar,57
DS-36427697-N,Female,Divorced,41,Some College,117701,Self-Employed,87
DS-85976084-N,Female,Married,27,Some College,55623,Blue-Collar,53
DS-62249160-N,Male,Widowed,34,Master's,85754,Self-Employed,78
DS-26775878-N,Female,Married,38,Bachelor's,39810,White-Collar,57
DS-40604130-N,Female,Married,29,Bachelor's,53950,White-Collar,58
DS-38452367-N,Female,Divorced,26,Bachelor's,62714,White-Collar,52
DS-49410367-N,Female,Married,27,Bachelor's,51026,Manager,57
DS-65225581-N,Male,Married,39,Master's,78414,Manager,80
DS-41171164-N,Male,Single,24,PhD,39773,White-Collar,74
DS-77290037-N,Male,Married,37,Some College,50034,White-Collar,40
DS-81367162-N,Female,Married,45,Bachelor's,106908,Self-Employed,28
DS-22361439-N,Female,Married,30,Some College,47028,White-Collar,52
DS-49213257-N,Male,Single,31,Master's,50111,White-Collar,67
DS-43012468-N,Female,Married,52,Some College,81475,White-Collar,32
DS-31623017-N,Female,Married,43,Master's,86258,White-Collar,62
DS-46082375-N,Female,Single,45,Master's,43002,Manager,58
DS-25119519-N,Male,Married,45,PhD,103074,Self-Employed,90
DS-12338224-N,Male,Widowed,38,PhD,10000,Self-Employed,14
DS-58639460-N,Male,Married,51,Master's,64756,Blue-Collar,40
DS-36711586-N,Male,Married,55,Some College,68979,Manager,17
DS-57729462-N,Male,Married,27,Bachelor's,59278,White-Collar,34
DS-42311810-N,Female,Single,41,High School,26311,White-Collar,9
DS-45003518-N,Female,Divorced,25,Bachelor's,32053,Blue-Collar,80
DS-66682555-N,Female,Widowed,40,Some College,93052,Self-Employed,82
DS-67885776-N,Male,Single,25,Bachelor's,34478,Blue-Collar,58
DS-90666302-N,Male,Married,68,Bachelor's,92681,Retired,35
DS-10101309-N,Female,Single,30,Master's,25493,White-Collar,22
DS-22672091-N,Female,Divorced,19,Bachelor's,36259,Blue-Collar,91
DS-14148913-N,Male,Divorced,46,Bachelor's,20263,Blue-Collar,35
DS-44662561-N,Male,Divorced,32,High School,39437,Blue-Collar,57
DS-37709831-N,Male,Married,49,Some College,95644,White-Collar,36
DS-42356601-N,Female,Divorced,23,Bachelor's,31921,Blue-Collar,92
DS-49371603-N,Female,Divorced,30,Bachelor's,42100,Self-Employed,59
DS-13275288-N,Female,Married,51,Some College,90159,White-Collar,79
DS-76093538-N,Female,Single,30,Bachelor's,37043,Unemployed,48
DS-83590783-N,Female,Divorced,27,Master's,32726,Self-Employed,53
DS-13157377-N,Male,Divorced,25,Some College,36052,Student,81
DS-84157001-N,Female,Married,25,High School,27269,White-Collar,27
DS-40451013-N,Female,Divorced,22,Bachelor's,27915,Unemployed,61
DS-76127275-N,Male,Married,38,Bachelor's,39288,Unemployed,62
DS-85221553-N,Male,Single,25,Bachelor's,26100,Blue-Collar,21
DS-87838757-N,Male,Widowed,60,Bachelor's,106118,Manager,36
DS-41666786-N,Male,Married,30,Master's,35953,Manager,66
DS-14573415-N,Female,Married,37,PhD,88604,White-Collar,91
DS-29836364-N,Female,Divorced,26,Bachelor's,26036,Blue-Collar,95
DS-93560670-N,Female,Married,48,Bachelor's,86960,White-Collar,88
DS-89430283-N,Male,Single,34,Bachelor's,23107,Retired,33
DS-43954725-N,Male,Divorced,19,Bachelor's,24919,Unemployed,93
DS-23646498-N,Female,Divorced,34,Bachelor's,21463,Unemployed,32
DS-34895350-N,Male,Married,35,Bachelor's,39177,Manager,52
DS-81965176-N,Male,Married,45,Bachelor's,91602,White-Collar,74
DS-87633997-N,Female,Widowed,69,Bachelor's,99287,Manager,29
DS-14892612-N,Female,Divorced,29,Some College,25609,Unemployed,10
DS-74518552-N,Female,Married,36,Master's,55819,Manager,34
DS-56129478-N,Male,Single,37,Some College,33745,Student,15
DS-38081966-N,Female,Married,38,Bachelor's,94444,Manager,78
DS-30386379-N,Male,Married,46,Bachelor's,101707,White-Collar,35
DS-65504193-N,Male,Widowed,49,High School,89941,Manager,34
DS-89669041-N,Male,Divorced,25,Bachelor's,22658,Self-Employed,81
DS-26391640-N,Male,Married,25,Bachelor's,71713,Blue-Collar,42
DS-23860375-N,Male,Divorced,44,Bachelor's,81469,Manager,75
DS-36470890-N,Male,Divorced,25,Some College,34088,White-Collar,78
DS-31045883-N,Male,Married,43,Some College,134025,Manager,86
DS-85709019-N,Female,Divorced,25,High School,45345,Blue-Collar,72
DS-54234227-N,Female,Widowed,59,Some College,109373,Manager,20
DS-90530017-N,Female,Divorced,42,Master's,79967,Self-Employed,87
DS-97303397-N,Female,Widowed,34,High School,19710,Student,20
DS-56388415-N,Male,Single,33,Bachelor's,12549,Blue-Collar,17
DS-11528511-N,Female,Single,21,Bachelor's,24145,Manager,78
DS-37214306-N,Male,Divorced,21,Bachelor's,31171,White-Collar,77
DS-13378369-N,Female,Single,22,PhD,32399,Unemployed,63
DS-76615322-N,Male,Single,22,Some College,43790,Unemployed,69
DS-92601082-N,Female,Married,47,Master's,110528,White-Collar,67
DS-27075657-N,Female,Married,58,High School,44592,Self-Employed,16
DS-21768544-N,Male,Married,62,Master's,106770,White-Collar,22
DS-44166303-N,Male,Single,48,Some College,94602,Self-Employed,74
DS-63793656-N,Male,Married,33,PhD,61137,Self-Employed,55
DS-94697948-N,Female,Married,35,High School,55827,Blue-Collar,52
DS-72277579-N,Male,Married,32,Some College,56495,White-Collar,52
DS-37876551-N,Female,Divorced,33,High School,19965,Unemployed,17
DS-35791687-N,Female,Widowed,38,Bachelor's,21525,White-Collar,17
DS-44477568-N,Male,Married,36,Master's,53583,Manager,63
DS-36085858-N,Male,Married,38,High School,59032,Manager,42
DS-29557610-N,Male,Married,56,Bachelor's,85833,White-Collar,16
DS-61822454-N,Female,Divorced,43,Bachelor's,104506,Retired,85
DS-70122948-N,Female,Divorced,38,Bachelor's,55130,Self-Employed,50
DS-22091638-N,Female,Divorced,24,Some College,26279,Self-Employed,79
DS-26796566-N,Female,Married,48,Some College,136394,Self-Employed,85
DS-27258793-N,Male,Married,48,PhD,76346,Self-Employed,19
DS-42831043-N,Female,Married,47,Bachelor's,89256,White-Collar,33
DS-16123437-N,Female,Single,45,Bachelor's,14965,Self-Employed,27
DS-60753874-N,Male,Single,22,Master's,30426,Student,95
DS-62690475-N,Male,Married,48,Bachelor's,65000,Manager,87
DS-48111842-N,Male,Married,25,Master's,52794,White-Collar,50
DS-60161880-N,Female,Divorced,27,High School,43900,Manager,85
DS-78115158-N,Female,Married,36,Bachelor's,127177,Manager,72
DS-51132131-N,Male,Widowed,22,Some College,28848,White-Collar,12
DS-13924421-N,Male,Divorced,19,PhD,40757,Unemployed,65
DS-80427087-N,Female,Married,33,High School,59589,White-Collar,50
DS-17725043-N,Male,Single,29,High School,21694,Student,12
DS-36986787-N,Female,Divorced,43,Some College,11151,Blue-Collar,11
DS-80981842-N,Male,Divorced,21,High School,27988,Student,75
DS-46864900-N,Male,Married,48,Bachelor's,91197,White-Collar,41
DS-57932077-N,Female,Married,29,Master's,61590,Manager,62
DS-45147621-N,Male,Single,22,Some College,45527,Blue-Collar,51
DS-24369722-N,Male,Divorced,22,Some College,17298,Self-Employed,16
DS-70098154-N,Female,Divorced,34,High School,13916,Blue-Collar,19
DS-27163688-N,Male,Single,28,Bachelor's,42738,Blue-Collar,89
DS-42924870-N,Male,Divorced,61,Master's,83551,Retired,31
DS-95575466-N,Male,Married,39,Master's,105294,Manager,82
DS-91768579-N,Male,Single,28,High School,21964,White-Collar,20
DS-53474386-N,Male,Single,45,Bachelor's,72453,Self-Employed,90
DS-54620390-N,Female,Married,45,Bachelor's,41810,Self-Employed,52
DS-62951847-N,Female,Divorced,60,Some College,82542,Blue-Collar,6
DS-10372007-N,Female,Married,37,Master's,101899,Manager,76
DS-68449327-N,Male,Married,45,Bachelor's,87009,Manager,72
DS-68038183-N,Male,Widowed,42,Some College,23038,Blue-Collar,24
DS-90466821-N,Female,Married,28,Master's,49589,Blue-Collar,59
DS-38201644-N,Male,Married,27,Bachelor's,47331,White-Collar,52
DS-39188898-N,Male,Single,26,Bachelor's,30970,Student,79
DS-48784364-N,Male,Married,55,Bachelor's,96592,Blue-Collar,32
DS-17404808-N,Male,Single,33,Master's,19677,Blue-Collar,22
DS-70998523-N,Female,Divorced,60,Bachelor's,69082,Retired,32
DS-97621155-N,Male,Single,22,Some College,19520,White-Collar,31
